sub_ms_class,frontge_lot,area_lot,shape_lot,slopeland,style_house,ovl_quality,ovl_condition,year_constructed,year_remod,masvnrarea,exterqual,extercond,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplacequ,garagetype,garagefinish,garagecars,garagequal,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,zoning_ms_FV,zoning_ms_RH,zoning_ms_RL,zoning_ms_RM,streetname_Pave,contour_land_HLS,contour_land_Low,contour_land_Lvl,util_NoSeWa,configlot_CulDSac,configlot_FR2,configlot_FR3,configlot_Inside,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,type_building_2fmCon,type_building_Duplex,type_building_Twnhs,type_building_TwnhsE,saleprice
20,70.06040268456375,11616,0,1,1,5,5,1962,1962,116.0,2,2,3,1,4,5,170,3,670,252,1092,2,1,1092,0,0,1092,0,1,1,0,3,1,2,6,0,1,2,3,1,3,0,0,20,144,0,0,0,0,9,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,139000
85,88.0,11782,1,1,8,5,7,1961,1995,0.0,2,2,3,1,2,2,899,6,0,210,1109,2,1,1155,0,0,1155,1,0,1,0,3,1,1,6,2,0,6,3,2,3,0,192,0,0,0,0,0,400,6,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,148000
30,67.0,5604,0,1,1,5,6,1925,1950,0.0,2,2,3,1,4,4,468,6,0,396,864,2,0,864,0,0,864,1,0,1,0,2,1,2,5,0,0,7,4,0,6,0,0,0,96,0,0,0,0,4,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,98000
80,72.0,7200,0,1,7,6,6,1976,1976,255.0,2,2,3,1,2,2,631,6,0,410,1041,0,1,1125,0,0,1125,1,0,1,0,3,1,2,6,0,2,6,3,1,3,0,296,0,0,0,0,0,0,10,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,125000
20,95.0,12182,0,1,1,7,5,2005,2005,226.0,1,2,2,1,3,3,1201,6,0,340,1541,0,1,1541,0,0,1541,0,0,2,0,3,1,1,7,0,4,2,2,2,3,0,0,70,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,220000
20,70.06040268456375,16635,1,1,1,6,7,1977,2000,126.0,1,2,2,1,4,2,1246,6,0,356,1602,1,1,1602,0,0,1602,0,1,2,0,3,1,1,8,0,3,2,1,2,3,0,240,0,0,0,0,0,0,6,2009,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,215000
120,43.0,3182,0,1,1,7,5,2005,2006,16.0,1,2,2,1,2,1,16,6,0,1357,1373,0,1,1555,0,0,1555,0,0,2,0,2,1,1,7,0,3,2,1,2,3,0,143,20,0,0,0,0,0,5,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,192500
70,50.0,10300,1,1,4,7,6,1921,1950,0.0,2,2,3,1,4,6,0,6,0,576,576,1,1,902,808,0,1710,0,0,2,0,3,1,2,9,0,0,6,3,2,3,0,12,11,64,0,0,0,0,4,2010,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,140000
20,66.0,12400,1,1,1,6,7,1958,1998,176.0,2,2,3,3,4,4,585,6,0,630,1215,2,1,1215,0,0,1215,0,0,1,0,3,1,2,6,0,0,2,3,1,3,0,0,0,0,0,234,0,0,6,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,155000
120,70.06040268456375,4928,1,1,1,6,6,1976,1976,0.0,2,2,2,1,4,5,958,6,0,0,958,2,1,958,0,0,958,0,0,2,0,2,1,2,5,0,0,2,2,2,3,0,0,60,0,0,0,0,0,10,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,143750
20,80.0,9920,0,1,1,5,5,1954,1954,110.0,2,2,3,1,4,4,354,5,290,412,1056,2,1,1063,0,0,1063,1,0,1,0,3,1,2,6,0,0,2,2,1,3,0,0,0,164,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,128000
120,44.0,3842,1,2,1,8,5,2004,2005,174.0,1,2,1,1,1,1,1373,6,0,221,1594,0,1,1646,0,0,1646,1,1,2,0,2,1,1,5,0,4,2,1,2,3,0,128,53,0,0,155,0,0,1,2008,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,275000
20,78.0,10264,1,1,1,7,5,1999,1999,183.0,1,2,2,1,2,2,1162,6,0,426,1588,0,1,1588,0,0,1588,0,0,2,0,3,1,1,6,0,0,2,2,2,3,0,158,29,0,0,0,0,0,8,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,214000
60,107.0,10186,1,1,4,7,5,1992,1992,0.0,1,2,2,1,4,1,674,6,0,76,750,0,1,1061,862,0,1923,1,0,2,1,3,1,1,8,0,3,2,2,2,3,0,240,39,0,0,0,0,0,6,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,190000
160,70.06040268456375,2651,0,1,4,7,5,2000,2000,0.0,1,2,2,1,4,1,641,6,0,32,673,0,1,673,709,0,1382,1,0,2,1,3,1,1,6,0,0,6,3,2,3,0,153,50,0,0,0,0,0,4,2006,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,165000
60,62.0,7917,0,1,4,6,5,1999,2000,0.0,2,2,2,1,4,6,0,6,0,953,953,0,1,953,694,0,1647,0,0,2,1,3,1,2,7,0,3,2,2,2,3,0,0,40,0,0,0,0,0,8,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,175000
20,70.06040268456375,9000,0,1,1,5,3,1959,1959,0.0,2,2,3,1,4,1,288,6,0,718,1006,2,1,1006,0,0,1006,0,0,1,0,3,1,2,5,0,0,7,4,0,6,0,0,24,0,0,0,0,0,7,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,80000
50,85.0,8500,0,1,3,5,7,1919,2005,0.0,2,2,3,1,4,6,0,6,0,793,793,2,0,997,520,0,1517,0,0,2,0,3,1,3,7,0,0,7,4,0,6,2,0,0,144,0,0,0,0,8,2007,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,115000
20,104.0,11361,0,1,1,6,5,1976,1976,160.0,2,2,2,1,4,2,644,6,0,549,1193,2,1,1523,0,0,1523,0,1,2,0,3,1,2,7,0,3,2,1,2,3,0,0,0,0,0,189,0,0,5,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,180000
80,70.06040268456375,10970,1,2,7,6,6,1978,1978,0.0,2,2,2,1,1,1,505,5,435,0,940,2,1,1026,0,0,1026,1,0,1,0,3,1,2,5,0,0,6,3,2,3,0,0,0,34,0,0,0,0,10,2008,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,147000
20,48.0,12137,2,1,1,7,5,1998,1998,442.0,2,2,2,1,4,6,0,6,0,1649,1649,0,1,1661,0,0,1661,0,0,2,0,3,1,1,6,0,0,2,2,2,3,0,0,34,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,224900
30,51.0,6120,0,1,1,2,3,1936,1950,0.0,3,3,3,3,4,6,0,6,0,264,264,3,0,800,0,0,800,0,0,1,0,1,1,3,4,4,1,7,4,0,6,2,0,0,0,0,0,0,0,1,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60000
50,65.0,6435,0,1,3,6,5,1939,1950,0.0,2,2,3,1,4,6,0,6,0,972,972,1,1,972,605,0,1577,0,0,1,0,3,1,3,6,0,4,6,3,1,3,0,0,0,0,0,0,0,0,10,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,140200
50,55.0,7642,0,1,3,7,8,1918,1998,0.0,1,2,3,1,4,6,0,6,0,912,912,1,1,912,514,0,1426,0,0,1,1,3,1,1,7,0,4,6,3,1,3,0,0,240,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,189950
30,85.0,10625,0,1,1,5,5,1920,1950,0.0,2,2,3,1,4,2,108,6,0,350,458,3,0,835,0,0,835,0,0,1,0,2,1,2,5,0,0,3,3,1,4,0,0,0,77,0,0,0,400,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83000
120,70.06040268456375,4500,0,1,1,6,5,1999,1999,425.0,2,2,1,1,4,1,883,6,0,341,1224,0,1,1224,0,0,1224,1,0,2,0,2,1,2,5,0,0,2,1,2,3,0,0,304,0,0,0,0,0,6,2009,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,165000
85,70.06040268456375,7252,1,1,8,5,5,1982,1982,0.0,2,2,2,1,2,1,685,6,0,173,858,2,1,858,0,0,858,1,0,1,0,2,1,2,5,0,0,6,3,2,3,0,120,0,0,0,0,0,0,4,2009,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,134900
30,50.0,5784,0,1,1,5,8,1938,1996,0.0,2,2,4,1,4,6,0,6,0,190,190,1,1,886,0,0,886,0,0,1,0,2,1,2,4,0,0,2,3,1,3,0,144,20,80,0,0,0,0,12,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,91300
50,60.0,5790,0,1,4,3,6,1915,1950,0.0,1,1,4,1,4,6,0,6,0,840,840,1,0,840,765,0,1605,0,0,2,0,3,2,2,8,0,0,6,3,1,3,0,0,0,202,0,0,0,0,5,2010,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,107400
20,78.0,12090,1,1,1,6,6,1981,1981,210.0,2,1,2,1,4,1,588,5,228,606,1422,2,1,1422,0,0,1422,0,0,2,0,3,1,1,7,0,3,2,1,2,3,0,276,0,0,0,0,0,0,6,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,175500
60,80.0,9760,0,2,4,6,8,1964,1993,340.0,2,2,3,1,1,3,536,4,117,169,822,1,1,1020,831,0,1851,0,0,2,1,3,1,1,7,0,2,2,2,2,3,0,239,42,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,187000
50,52.0,9439,0,1,3,5,5,1930,1950,0.0,2,2,3,1,4,5,324,6,0,588,912,1,1,912,336,0,1248,0,0,1,0,2,1,2,6,0,0,6,3,1,4,0,0,0,192,0,0,0,0,3,2007,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,87000
60,85.0,11924,1,1,4,9,5,2005,2006,286.0,0,2,1,1,4,1,998,6,0,177,1175,0,1,1182,1142,0,2324,1,0,3,0,4,1,0,11,0,4,4,1,3,3,0,147,21,0,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,345000
20,105.0,11249,2,1,1,6,5,1995,1995,0.0,1,1,2,1,4,2,334,3,544,322,1200,0,1,1200,0,0,1200,1,0,2,0,3,1,1,6,0,0,2,2,2,3,0,0,26,0,0,0,0,0,8,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,177500
20,98.0,11478,0,1,1,8,5,2007,2008,200.0,1,2,1,1,4,1,1218,6,0,486,1704,0,1,1704,0,0,1704,1,0,2,0,3,1,1,7,0,4,2,2,3,3,0,0,50,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,306000
30,80.0,11600,0,1,1,4,5,1922,1950,0.0,2,2,4,1,4,6,0,6,0,700,700,0,1,1180,0,0,1180,0,0,1,0,2,1,3,5,0,4,6,3,1,3,0,0,0,67,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,137500
20,72.0,9000,0,1,1,6,5,1956,1956,74.0,2,2,2,1,4,5,616,6,0,580,1196,1,1,1196,0,0,1196,1,0,1,0,2,1,2,6,0,4,2,2,1,3,0,0,44,0,0,0,0,0,5,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,139000
20,70.06040268456375,8246,1,1,1,5,8,1968,2001,0.0,2,1,3,1,3,4,188,2,668,204,1060,0,1,1060,0,0,1060,1,0,1,0,3,1,1,6,0,3,2,3,1,3,0,406,90,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,154000
30,40.0,4800,0,1,1,4,7,1916,1990,0.0,2,2,3,1,4,5,197,6,0,999,1196,0,1,1196,0,0,1196,1,0,1,0,2,1,2,5,0,0,6,3,2,3,0,0,0,0,0,0,0,0,7,2007,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,109900
90,70.06040268456375,10624,1,1,1,5,4,1964,1964,84.0,2,2,3,1,4,1,40,4,264,1424,1728,2,1,1728,0,0,1728,0,1,2,0,6,2,2,10,0,0,6,3,1,3,0,155,0,0,0,0,0,0,11,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,119000
20,70.06040268456375,9286,1,2,1,5,7,1977,1989,0.0,2,2,2,1,2,2,196,6,0,1072,1268,2,1,1268,0,0,1268,0,0,1,1,3,1,1,5,0,0,6,3,1,3,0,173,0,0,0,0,0,0,10,2009,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,143500
60,75.0,9803,0,1,4,7,5,2005,2005,0.0,1,2,2,1,4,1,400,6,0,466,866,1,1,866,902,0,1768,0,0,2,1,3,1,1,7,0,0,2,2,2,3,0,0,108,0,0,0,0,0,2,2008,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,226700
90,60.0,8400,0,1,1,5,5,1977,1977,320.0,2,2,5,5,5,7,0,7,0,0,0,2,1,2020,0,0,2020,0,0,2,0,4,2,2,10,0,3,6,3,2,3,0,0,0,0,0,0,0,0,10,2007,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,144000
60,63.0,8199,0,1,4,7,5,2005,2005,0.0,1,2,2,1,2,1,648,6,0,80,728,0,1,728,728,0,1456,1,0,2,1,3,1,1,7,0,4,2,1,2,3,0,36,18,0,0,0,0,0,10,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,189000
30,60.0,9786,0,1,1,3,4,1922,1950,0.0,2,2,3,3,4,6,0,6,0,1007,1007,3,0,1077,0,0,1077,0,0,1,0,3,1,2,6,0,4,6,3,1,3,1,0,100,48,0,0,0,0,5,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,91000
60,80.0,11584,0,1,7,7,6,1979,1979,96.0,2,2,3,1,4,1,315,4,110,114,539,2,1,1040,685,0,1725,0,0,2,1,3,1,2,6,0,3,2,2,2,3,0,0,88,216,0,0,0,0,11,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,197000
50,60.0,7200,0,1,3,5,4,1950,1982,0.0,2,2,3,1,4,4,180,3,352,676,1208,1,1,1136,768,0,1904,1,0,1,1,3,1,2,7,1,0,2,3,1,3,0,0,0,168,0,0,0,0,5,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,138000
60,62.0,8244,1,1,4,7,5,2004,2004,0.0,1,2,2,1,4,6,0,6,0,840,840,0,1,840,880,0,1720,0,0,2,1,3,1,1,7,0,4,2,1,2,3,0,100,48,0,0,0,0,0,5,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,183500
50,77.0,9786,1,1,3,6,7,1962,1981,0.0,2,2,3,1,4,4,600,6,0,312,912,2,1,1085,649,0,1734,0,0,1,1,3,1,1,7,0,4,2,2,2,3,0,0,0,0,0,128,0,0,6,2006,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,159000
20,70.06040268456375,12925,1,1,1,6,7,1970,1970,0.0,2,2,3,1,3,3,865,6,0,340,1205,0,1,2117,0,0,2117,0,0,2,1,4,1,2,7,0,4,2,1,2,3,0,0,42,0,0,0,0,0,5,2008,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,237500
20,76.0,9158,0,1,1,8,5,2007,2007,140.0,1,2,2,1,2,6,0,6,0,1496,1496,0,1,1496,0,0,1496,0,0,2,0,3,1,1,7,0,0,2,1,2,3,0,168,130,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,225000
50,60.0,10320,0,1,3,6,7,1906,1995,0.0,2,2,3,1,4,6,0,6,0,756,756,0,1,756,713,0,1469,0,0,1,0,3,1,2,7,0,0,6,3,1,3,0,57,0,239,0,0,0,0,6,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
30,40.0,3636,0,1,1,4,4,1922,1950,0.0,2,2,3,3,4,6,0,6,0,796,796,3,0,796,0,0,796,0,0,1,0,2,1,2,5,0,0,7,4,0,6,2,0,0,100,0,0,0,0,1,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,55000
20,70.06040268456375,10920,1,1,1,6,5,1960,1960,212.0,2,2,3,1,4,3,733,6,0,520,1253,2,1,1253,0,0,1253,1,0,1,1,2,1,2,5,0,2,2,2,1,3,0,0,213,176,0,0,0,0,5,2008,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,157000
20,65.0,8450,0,1,1,5,6,1968,1968,0.0,2,2,3,1,4,3,775,6,0,281,1056,0,1,1056,0,0,1056,1,0,1,0,3,1,2,6,0,2,2,3,1,3,0,0,85,184,0,0,0,0,7,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,142000
90,64.0,7018,0,1,8,5,5,1979,1979,275.0,2,2,2,1,2,1,1086,6,0,0,1086,2,1,1224,0,0,1224,2,0,0,2,2,2,2,6,0,3,6,3,2,3,0,120,0,0,0,0,0,0,6,2009,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,153337
60,70.0,8750,0,1,4,7,5,1996,1996,0.0,1,2,2,1,4,6,0,6,0,880,880,0,1,909,807,0,1716,0,0,2,1,2,1,1,7,0,3,2,2,2,3,0,0,120,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,191000
20,70.06040268456375,9945,1,1,1,5,5,1961,1961,57.0,2,2,3,1,4,4,827,6,0,161,988,2,1,988,0,0,988,1,0,1,0,3,1,2,5,0,0,6,3,2,3,0,0,0,0,0,0,0,0,10,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,128500
50,40.0,4400,0,1,3,6,8,1920,1950,0.0,2,2,4,1,4,6,0,6,0,648,648,2,1,734,384,0,1118,0,0,1,0,2,1,2,6,0,0,6,3,2,3,0,0,0,0,0,0,0,0,10,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,116000
20,93.0,11160,0,1,1,7,5,1968,1968,0.0,1,2,3,1,4,2,1065,6,0,1045,2110,0,1,2110,0,0,2110,1,0,2,1,3,1,0,8,0,3,2,1,2,3,0,0,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,244000
160,24.0,2522,0,1,4,7,5,2004,2004,50.0,1,2,2,1,4,6,0,6,0,970,970,0,1,970,739,0,1709,0,0,2,0,3,1,1,7,4,0,6,3,2,3,0,0,40,0,0,0,0,0,4,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,137500
60,77.0,11198,1,1,4,9,5,2005,2007,245.0,1,2,2,1,4,6,0,6,0,1122,1122,0,1,1134,1370,0,2504,0,0,2,1,4,1,0,11,0,4,4,1,3,3,0,144,39,0,0,0,0,0,6,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,325000
60,74.0,7844,0,1,4,6,7,1978,1978,203.0,2,2,3,1,4,2,209,6,0,463,672,2,1,672,728,0,1400,0,0,1,1,3,1,2,6,0,3,2,1,2,3,0,0,0,0,0,0,0,0,3,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,149500
20,80.0,11040,0,1,1,6,7,1971,2004,144.0,1,1,3,1,4,2,656,6,0,602,1258,0,1,1258,0,0,1258,0,1,2,0,3,1,1,5,0,0,2,2,2,3,0,55,0,0,216,0,0,0,10,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,145000
120,70.06040268456375,4426,0,1,1,6,5,2004,2004,147.0,1,2,2,1,2,1,697,6,0,151,848,0,1,848,0,0,848,1,0,1,0,1,1,1,3,0,3,2,2,2,3,0,149,0,0,0,0,0,0,5,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,149300
70,63.0,15576,0,1,4,6,7,1915,1976,0.0,2,2,2,1,4,6,0,6,0,840,840,0,1,840,840,0,1680,0,0,2,0,4,1,2,8,0,0,2,3,1,3,0,0,0,160,0,0,0,0,3,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,177000
85,74.0,8740,1,1,8,5,6,1982,1982,0.0,2,2,3,1,2,2,672,6,0,168,840,2,1,860,0,0,860,1,0,1,0,2,1,2,4,0,0,6,3,2,3,0,0,0,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,137000
20,60.0,7200,0,1,1,5,5,1972,1972,0.0,2,2,3,1,2,4,777,6,0,117,894,2,1,894,0,0,894,0,0,1,0,2,1,2,6,0,0,6,2,2,3,0,215,0,0,0,0,0,0,9,2009,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,123000
20,70.06040268456375,13284,0,1,1,5,5,1954,1954,0.0,2,2,2,1,3,3,1064,6,0,319,1383,2,1,1383,0,0,1383,1,0,1,0,3,1,2,6,0,4,2,3,1,3,0,511,116,0,0,0,0,0,6,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,165000
20,70.06040268456375,9500,1,1,1,6,5,1963,1963,247.0,2,2,2,1,4,3,609,6,0,785,1394,1,1,1394,0,0,1394,1,0,1,1,3,1,2,6,0,4,2,2,2,3,0,0,76,0,0,185,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,159000
20,72.0,10152,0,1,1,5,5,1956,1956,120.0,2,2,3,1,4,3,586,6,0,462,1048,2,1,1048,0,0,1048,1,0,1,0,3,1,2,6,0,0,2,3,1,3,0,0,20,0,0,192,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
30,52.0,6240,0,1,3,4,5,1925,1950,0.0,2,2,3,1,4,3,152,6,0,628,780,2,1,848,0,360,1208,0,0,1,0,2,1,2,5,0,0,6,3,2,3,0,0,23,112,0,0,0,0,1,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,103000
50,60.0,6000,0,1,3,5,5,1926,1950,0.0,2,3,3,1,4,6,0,6,0,1008,1008,0,1,1008,0,514,1522,0,0,2,0,4,1,2,7,0,0,7,4,0,6,1,0,0,138,0,0,0,0,6,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,102000
60,85.0,11103,1,1,4,7,5,2006,2006,0.0,1,2,2,1,4,6,0,6,0,728,728,0,1,728,728,0,1456,0,0,2,1,3,1,1,8,0,3,2,1,2,3,0,0,0,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,155835
20,68.0,9017,1,1,1,7,5,1999,1999,0.0,1,2,2,1,2,1,560,6,0,871,1431,0,1,1431,0,0,1431,1,0,2,0,3,1,1,6,0,0,2,1,2,3,0,0,35,0,0,0,0,0,9,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,192000
50,70.06040268456375,6240,0,1,3,5,4,1936,1950,0.0,2,2,2,1,4,6,0,6,0,896,896,1,1,896,448,0,1344,0,0,1,0,3,1,2,7,0,0,6,3,1,4,0,200,114,0,0,0,0,0,4,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,115000
60,108.0,14774,1,1,4,9,5,1999,1999,165.0,1,2,2,1,4,6,0,6,0,1393,1393,0,1,1422,1177,0,2599,0,0,2,1,4,1,1,10,0,3,4,1,3,3,0,668,30,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,333168
20,78.0,10140,0,1,1,6,6,1974,1999,99.0,2,2,3,1,4,2,663,5,377,0,1040,3,1,1309,0,0,1309,1,0,1,1,3,1,1,5,0,2,2,2,2,3,0,265,0,0,0,0,648,0,1,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,181000
20,80.0,14000,0,1,1,6,8,1950,2004,0.0,2,1,3,1,4,6,0,6,0,1092,1092,0,1,1152,0,0,1152,0,1,1,0,3,1,1,6,0,4,2,3,1,3,0,0,36,0,0,0,0,0,8,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,158500
20,100.0,10004,0,1,1,6,6,1964,1964,180.0,2,2,3,1,4,4,196,3,345,975,1516,2,1,1516,0,0,1516,0,0,1,1,3,1,2,6,0,0,2,2,2,3,0,0,0,0,0,152,0,0,2,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,167000
60,70.0,8400,0,1,4,6,6,1980,1981,130.0,2,2,2,1,4,6,0,6,0,650,650,2,1,888,676,0,1564,0,0,2,1,3,1,2,7,0,3,2,3,2,3,0,0,50,0,0,204,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,171000
20,75.0,9000,0,1,1,8,5,2008,2008,36.0,1,2,2,1,2,1,1078,6,0,488,1566,0,1,1566,0,0,1566,1,0,2,0,3,1,1,7,0,0,2,2,2,3,0,144,168,0,0,0,0,0,4,2010,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,262500
20,76.0,9591,0,1,1,8,5,2004,2005,262.0,1,2,1,1,2,1,1088,6,0,625,1713,0,1,1713,0,0,1713,1,0,2,0,3,1,0,7,0,4,2,1,3,3,0,0,26,0,0,170,0,0,1,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,274900
120,61.0,7658,0,1,1,9,5,2005,2005,412.0,0,2,1,1,4,1,456,6,0,1296,1752,0,1,1752,0,0,1752,1,0,2,0,2,1,0,6,0,4,2,2,2,3,0,196,82,0,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,319900
